id_pair,id_premis,premis_text,hypothesis_text,label
103301,10330,"Ace Showbiz memberitakan, ayah biologis dua anak itu terkejut soal pengadopsian yang dilakukan sang pelantun Like a Virgin.",Pelantun Like a Virgin melakukan pengadopsian.,e
103302,10330,"Ace Showbiz memberitakan, ayah biologis dua anak itu terkejut soal pengadopsian yang dilakukan sang pelantun Like a Virgin.",Ayah biologis dua anak itu tidak terkejut soal pengadopsian yang terjadi.,c
103304,10330,"Ace Showbiz memberitakan, ayah biologis dua anak itu terkejut soal pengadopsian yang dilakukan sang pelantun Like a Virgin.",Pelantun Like a Virgin merupakan pembawa berita Ace Showbiz.,n
103310,10331,"Pemuda kelahiran 1996 itu melanjutkan, ""Dalam drama itu, karakter saya harus membunuh karakter Gong Yoo.""",Karakter pemuda kelahiran 1996 itu harus membunuh karakter Gong Yoo.,e
103311,10331,"Pemuda kelahiran 1996 itu melanjutkan, ""Dalam drama itu, karakter saya harus membunuh karakter Gong Yoo.""",Pemuda itu lahir pada tahun 1996.,e
103312,10331,"Pemuda kelahiran 1996 itu melanjutkan, ""Dalam drama itu, karakter saya harus membunuh karakter Gong Yoo.""",Karakter Gong Yoo tidak boleh dibunuh oleh karakter pemuda itu.,c
103313,10331,"Pemuda kelahiran 1996 itu melanjutkan, ""Dalam drama itu, karakter saya harus membunuh karakter Gong Yoo.""",Karakter Gong Yoo tidak ada di dalam drama itu.,c
103314,10331,"Pemuda kelahiran 1996 itu melanjutkan, ""Dalam drama itu, karakter saya harus membunuh karakter Gong Yoo.""",Karakter Gong Yoo lahir pada tahun 1996.,n
103315,10331,"Pemuda kelahiran 1996 itu melanjutkan, ""Dalam drama itu, karakter saya harus membunuh karakter Gong Yoo.""",Pemuda kelahiran 1996 itu membuat drama itu.,n
103320,10332,"""Terima kasih, sampai jumpa,"" tutur Tiesto di akhir penampilannya.","Tiesto berkata ""Terima kasih, sampai jumpa.""",e
103321,10332,"""Terima kasih, sampai jumpa,"" tutur Tiesto di akhir penampilannya.","Tiesto mengatakan ""Terima kasih, sampai jumpa."" di akhir penampilannya.",e
103322,10332,"""Terima kasih, sampai jumpa,"" tutur Tiesto di akhir penampilannya.",Tiesto tidak mengatakan apa-apa di akhir penampilannya.,c
103323,10332,"""Terima kasih, sampai jumpa,"" tutur Tiesto di akhir penampilannya.","Tiesto hanya berkata ""Terima kasih."" di akhir penampilannya.",c
103324,10332,"""Terima kasih, sampai jumpa,"" tutur Tiesto di akhir penampilannya.","Tiesto juga mengatakan ""Selamat tinggal.""",n
103325,10332,"""Terima kasih, sampai jumpa,"" tutur Tiesto di akhir penampilannya.","Tiesto mengatakan ""Terima kasih."" di awal penampilannya.",n
103332,10333,"""Saya optimis konser Incubus di Indonesia akan lebih sukses dari sebelumnya,"" lanjut dia.",Dia pesimis konser Incubus di Indonesia akan lebih sukses dari sebelumnya.,c
103333,10333,"""Saya optimis konser Incubus di Indonesia akan lebih sukses dari sebelumnya,"" lanjut dia.",Konser Incubus tidak pernah berlangsung di Indonesia.,c
103334,10333,"""Saya optimis konser Incubus di Indonesia akan lebih sukses dari sebelumnya,"" lanjut dia.",Konser Incubus juga ada di negara selain Indonesia.,n
103340,10334,"Lewat gaya rambut yang tak lagi gondrong dan gaya yang lebih muda dan kekinian, Armand menunjukkan keseriusannya bersolo karier.",Armand serius bersolo karier.,e
103341,10334,"Lewat gaya rambut yang tak lagi gondrong dan gaya yang lebih muda dan kekinian, Armand menunjukkan keseriusannya bersolo karier.",Gaya rambut Armand tidak lagi gondrong.,e
103342,10334,"Lewat gaya rambut yang tak lagi gondrong dan gaya yang lebih muda dan kekinian, Armand menunjukkan keseriusannya bersolo karier.",Gaya Armand lebih tua.,c
103343,10334,"Lewat gaya rambut yang tak lagi gondrong dan gaya yang lebih muda dan kekinian, Armand menunjukkan keseriusannya bersolo karier.",Armand menunjukan keseriusannya bersolo karier dengan gaya rambut gondrong.,c
103344,10334,"Lewat gaya rambut yang tak lagi gondrong dan gaya yang lebih muda dan kekinian, Armand menunjukkan keseriusannya bersolo karier.",Armand pernah tidak bersolo karier.,n
103345,10334,"Lewat gaya rambut yang tak lagi gondrong dan gaya yang lebih muda dan kekinian, Armand menunjukkan keseriusannya bersolo karier.",Gaya Armand membosankan.,n
103350,10335,Saya sudah menghabiskan masa karier yang panjang dan beruntung ini dengan mengatakan apa pun yang saya mau.,Masa karier yang saya sudah habiskan panjang.,e
103351,10335,Saya sudah menghabiskan masa karier yang panjang dan beruntung ini dengan mengatakan apa pun yang saya mau.,Saya mengatakan apa pun yang saya mau.,e
103352,10335,Saya sudah menghabiskan masa karier yang panjang dan beruntung ini dengan mengatakan apa pun yang saya mau.,Saya tidak dapat mengatakan apa yang saya mau.,c
103353,10335,Saya sudah menghabiskan masa karier yang panjang dan beruntung ini dengan mengatakan apa pun yang saya mau.,Masa karier saya pendek.,c
103354,10335,Saya sudah menghabiskan masa karier yang panjang dan beruntung ini dengan mengatakan apa pun yang saya mau.,Saya selalu mengatakan apa pun yang panjang.,n
103355,10335,Saya sudah menghabiskan masa karier yang panjang dan beruntung ini dengan mengatakan apa pun yang saya mau.,Masa karier saya habis untuk mengatakan apa pun yang saya mau.,n
103360,10336,"Mereka juga bakal gencar melakukan promosi dengan tampil di beberapa program TV Korea seperti Ask Us Anything, Weekly Idol dan Happy Together.",Weekly Idol merupakan program TV Korea.,e
103362,10336,"Mereka juga bakal gencar melakukan promosi dengan tampil di beberapa program TV Korea seperti Ask Us Anything, Weekly Idol dan Happy Together.",Mereka tidak akan gencar melakukan promosi di beberapa program TV Korea.,c
103363,10336,"Mereka juga bakal gencar melakukan promosi dengan tampil di beberapa program TV Korea seperti Ask Us Anything, Weekly Idol dan Happy Together.",Ask Us Anything tidak mereka gunakan untuk promosi.,c
103370,10337,"Michelle Monaghan, yang tampil di Mission: Impossible 3 sebagai istri Hunt, Julia Meade, juga akan kembali di sekuel terbaru ini.",Michelle Monaghan akan kembali di sekuel terbaru ini.,e
103371,10337,"Michelle Monaghan, yang tampil di Mission: Impossible 3 sebagai istri Hunt, Julia Meade, juga akan kembali di sekuel terbaru ini.",Istri Hunt pada Mission: Impossible 3 bernama Julia Meade.,e
103375,10337,"Michelle Monaghan, yang tampil di Mission: Impossible 3 sebagai istri Hunt, Julia Meade, juga akan kembali di sekuel terbaru ini.",Sekuel terbaru ini merupakan kelanjutan dari Mission: Impossible 3.,n
103380,10338,"Pada pertemuan di bulan November 2016 tersebut, Yon menjawab dirinya sedang berjuang melawan sakit di tubuhnya.",Yon sedang sakit.,e
103381,10338,"Pada pertemuan di bulan November 2016 tersebut, Yon menjawab dirinya sedang berjuang melawan sakit di tubuhnya.",Yon sakit pada bulan November 2016.,e
103382,10338,"Pada pertemuan di bulan November 2016 tersebut, Yon menjawab dirinya sedang berjuang melawan sakit di tubuhnya.",Yon sehat pada pertemuan di bulan November 2016.,c
103383,10338,"Pada pertemuan di bulan November 2016 tersebut, Yon menjawab dirinya sedang berjuang melawan sakit di tubuhnya.",Yon tidak menjawab pada pertemuan di bulan November 2016.,c
103384,10338,"Pada pertemuan di bulan November 2016 tersebut, Yon menjawab dirinya sedang berjuang melawan sakit di tubuhnya.",Yon sakit sebelum November 2016.,n
103385,10338,"Pada pertemuan di bulan November 2016 tersebut, Yon menjawab dirinya sedang berjuang melawan sakit di tubuhnya.",Yon sehat setelah November 2016.,n
103390,10339,"Jakarta, CNN Indonesia—Lucasfilm resmi mengungkapkan sinopsis film lepas Star Wars yang bertajuk Solo: A Star Wars Story.",Sinopsis Solo: A Star Wars Story diungkapkan oleh Lucasfilm.,e
103391,10339,"Jakarta, CNN Indonesia—Lucasfilm resmi mengungkapkan sinopsis film lepas Star Wars yang bertajuk Solo: A Star Wars Story.",Solo: A Star Wars Story merupakan film lepas Star Wars.,e
103395,10339,"Jakarta, CNN Indonesia—Lucasfilm resmi mengungkapkan sinopsis film lepas Star Wars yang bertajuk Solo: A Star Wars Story.",Star Wars diciptakan oleh Lucasfilm.,n
103400,10340,Laila Sari mengisahkan pengalamannya kepada CNNIndonesia.com di awal tinggal di Tangkiwood dan masuk ke kawasan hiburan Princen Park.,Laila Sari pernah tinggal di Tangkiwood.,e
103401,10340,Laila Sari mengisahkan pengalamannya kepada CNNIndonesia.com di awal tinggal di Tangkiwood dan masuk ke kawasan hiburan Princen Park.,Laila Sari pernah masuk ke kawasan hiburan Princen Park.,e
103402,10340,Laila Sari mengisahkan pengalamannya kepada CNNIndonesia.com di awal tinggal di Tangkiwood dan masuk ke kawasan hiburan Princen Park.,Laila Sari tidak pernah mengisahkan pengalamannya kepada CNNIndonesia.com.,c
103403,10340,Laila Sari mengisahkan pengalamannya kepada CNNIndonesia.com di awal tinggal di Tangkiwood dan masuk ke kawasan hiburan Princen Park.,Laila Sari tidak pernah tinggal di Tangkiwood.,c
103404,10340,Laila Sari mengisahkan pengalamannya kepada CNNIndonesia.com di awal tinggal di Tangkiwood dan masuk ke kawasan hiburan Princen Park.,CNNIndonesia.com pernah tinggal di Tangkiwood.,n
103405,10340,Laila Sari mengisahkan pengalamannya kepada CNNIndonesia.com di awal tinggal di Tangkiwood dan masuk ke kawasan hiburan Princen Park.,Pricen Park terletak di Tangkiwood.,n
103410,10341,Penggemar bahkan sudah meramaikan dunia maya dengan menyandingkan foto Brown dengan Portman.,Penggemar menyandingkan foto Brown dengan Portman.,e
103411,10341,Penggemar bahkan sudah meramaikan dunia maya dengan menyandingkan foto Brown dengan Portman.,Penggemar sudah meramaikan dunia maya.,e
103412,10341,Penggemar bahkan sudah meramaikan dunia maya dengan menyandingkan foto Brown dengan Portman.,Penggemar tidak meramaikan dunia maya.,c
103413,10341,Penggemar bahkan sudah meramaikan dunia maya dengan menyandingkan foto Brown dengan Portman.,Foto Brown dan Portman tidak disandingkan.,c
103414,10341,Penggemar bahkan sudah meramaikan dunia maya dengan menyandingkan foto Brown dengan Portman.,Penggemar menyukai foto Brown dengan Portman.,n
103415,10341,Penggemar bahkan sudah meramaikan dunia maya dengan menyandingkan foto Brown dengan Portman.,Brown dan Portman adalah orang yang berbeda.,n
103420,10342,Beberapa tamu undangan juga mengucapkan alhamdulillah setelah Emran dinyatakan sah menjadi suami Bella.,Emran sah menjadi suami Bella.,e
103421,10342,Beberapa tamu undangan juga mengucapkan alhamdulillah setelah Emran dinyatakan sah menjadi suami Bella.,Beberapa tamu undangan mengucapkan alhamdulillah.,e
103422,10342,Beberapa tamu undangan juga mengucapkan alhamdulillah setelah Emran dinyatakan sah menjadi suami Bella.,Emran belum menjadi suami Bella.,c
103423,10342,Beberapa tamu undangan juga mengucapkan alhamdulillah setelah Emran dinyatakan sah menjadi suami Bella.,Tidak ada tamu undangan yang mengucapkan alhamdulillah.,c
103424,10342,Beberapa tamu undangan juga mengucapkan alhamdulillah setelah Emran dinyatakan sah menjadi suami Bella.,Emran dan Bella pernah berpacaran.,n
103425,10342,Beberapa tamu undangan juga mengucapkan alhamdulillah setelah Emran dinyatakan sah menjadi suami Bella.,Semua tamu undangan mengucapkan alhamdulillah.,n
103430,10343,"Kepengurusan APROFI juga dilengkapi tim regulasi, tim pembangunan kapasitas, dan tim anti pembajakan.",Kepengurusan APROFI memiliki tim pembangunan kapasitas.,e
103432,10343,"Kepengurusan APROFI juga dilengkapi tim regulasi, tim pembangunan kapasitas, dan tim anti pembajakan.",Tim anti pembajakan tidak dimiliki oleh kepengurusan APROFI.,c
103434,10343,"Kepengurusan APROFI juga dilengkapi tim regulasi, tim pembangunan kapasitas, dan tim anti pembajakan.",Kepengurusan APROFI memiliki tepat tiga tim regulasi.,n
103442,10344,"Seakan tak bisa dipisahkan, dua sahabat itu sama-sama sedang menggarap proyek musik.",Dua sahabat itu tidak sedang menggarap proyek musik.,c
103443,10344,"Seakan tak bisa dipisahkan, dua sahabat itu sama-sama sedang menggarap proyek musik.",Tidak ada proyek musik yang sedang dikerjakan oleh kedua sahabat itu.,c
103445,10344,"Seakan tak bisa dipisahkan, dua sahabat itu sama-sama sedang menggarap proyek musik.",Ada lebih dari satu proyek musik yang sedang digarap oleh kedua sahabat itu.,n
103450,10345,"Menurut Rhodes, keputusan itu menjadi preseden buruk bagi pembuat musik lain.",Pembuat musik lain akan merasa keputusan tersebut merupakan preseden buruk.,e
103452,10345,"Menurut Rhodes, keputusan itu menjadi preseden buruk bagi pembuat musik lain.",Keputusan itu merupakan contoh yang baik.,c
103453,10345,"Menurut Rhodes, keputusan itu menjadi preseden buruk bagi pembuat musik lain.",Pembuat musik lain akan menjadikan keputusan tersebut sebagai preseden yang baik menurut Rhodes.,c
103461,10346,Ini merupakan tahun keempat secara berturut-turut rating dari MTV VMA terus menurun.,Ini merupakan tahun ke-empat ratingnya menurun.,e
103464,10346,Ini merupakan tahun keempat secara berturut-turut rating dari MTV VMA terus menurun.,Rating MTV VMA meningkat lima tahun yang lalu.,n
103465,10346,Ini merupakan tahun keempat secara berturut-turut rating dari MTV VMA terus menurun.,MTV VMA memiliki rating yang lebih rendah dibandingkan acara TV lainnya.,n
103470,10347,"Salah satu yang membuat Kim mampu untuk berubah adalah keberadaan suaminya, Kanye West, dan tiga anaknya.",Suami Kim bernama Kanye West.,e
103472,10347,"Salah satu yang membuat Kim mampu untuk berubah adalah keberadaan suaminya, Kanye West, dan tiga anaknya.",Kim memiliki kurang dari dua orang anak.,c
103473,10347,"Salah satu yang membuat Kim mampu untuk berubah adalah keberadaan suaminya, Kanye West, dan tiga anaknya.",Kim tidak mampu untuk berubah.,c
103474,10347,"Salah satu yang membuat Kim mampu untuk berubah adalah keberadaan suaminya, Kanye West, dan tiga anaknya.",Kanye West dan Kim pernah berpacaran sebelumnya.,n
103480,10348,"Menurut Oddity Central, Hosaka pernah berkolaborasi dengan sebuah perusahaan kimia untuk membuat senyawa khusus guna mempertahankan patung tersebut namun tetap ramah lingkungan.",Ada perusahaan kimia yang pernah berkolaborasi dengan Hosaka.,e
103481,10348,"Menurut Oddity Central, Hosaka pernah berkolaborasi dengan sebuah perusahaan kimia untuk membuat senyawa khusus guna mempertahankan patung tersebut namun tetap ramah lingkungan.",Senyawa khusus yang dibuat oleh perusahaan kimia tersebut dapat mempertahankan patung tersebut.,e
103482,10348,"Menurut Oddity Central, Hosaka pernah berkolaborasi dengan sebuah perusahaan kimia untuk membuat senyawa khusus guna mempertahankan patung tersebut namun tetap ramah lingkungan.",Senyawa khusus yang dibuat tidak ramah lingkungan.,c
103483,10348,"Menurut Oddity Central, Hosaka pernah berkolaborasi dengan sebuah perusahaan kimia untuk membuat senyawa khusus guna mempertahankan patung tersebut namun tetap ramah lingkungan.",Hosaka tidak pernah berkolaborasi dengan perusahaan kimia mana pun.,c
103484,10348,"Menurut Oddity Central, Hosaka pernah berkolaborasi dengan sebuah perusahaan kimia untuk membuat senyawa khusus guna mempertahankan patung tersebut namun tetap ramah lingkungan.",Hosaka merupakan perusahaan pembuatan patung.,n
103485,10348,"Menurut Oddity Central, Hosaka pernah berkolaborasi dengan sebuah perusahaan kimia untuk membuat senyawa khusus guna mempertahankan patung tersebut namun tetap ramah lingkungan.",Perusahaan kimia tersebut pernah membuat senyawa khusus sebelumnya.,n
103490,10349,"Selain itu, jet ini merupakan satu di antara 204 pesawat yang diproduksi antara tahun 1957 dan tahun 1978 dalam proyek pribadi antara Jetstar dan Lockheed.",Jet ini diproduksi antara tahun 1957 dan tahun 1978.,e
103493,10349,"Selain itu, jet ini merupakan satu di antara 204 pesawat yang diproduksi antara tahun 1957 dan tahun 1978 dalam proyek pribadi antara Jetstar dan Lockheed.",Jet ini merupakan satu-satunya pesawat yang diproduksi antara tahun 1957 dan tahun 1978.,c
103495,10349,"Selain itu, jet ini merupakan satu di antara 204 pesawat yang diproduksi antara tahun 1957 dan tahun 1978 dalam proyek pribadi antara Jetstar dan Lockheed.",Semua pesawat yang diproduksi antara tahun 1957 dan tahun 1978 merupakan jet.,n
103500,10350,"Bukan hanya dari penggemar, Horan juga mendapat dukungan dari teman-teman satu grupnya.",Horan didukung oleh teman-teman satu grupnya.,e
103501,10350,"Bukan hanya dari penggemar, Horan juga mendapat dukungan dari teman-teman satu grupnya.",Horan didukung oleh penggemarnya.,e
103502,10350,"Bukan hanya dari penggemar, Horan juga mendapat dukungan dari teman-teman satu grupnya.",Horan hanya didukung oleh teman-teman satu grupnya.,c
103503,10350,"Bukan hanya dari penggemar, Horan juga mendapat dukungan dari teman-teman satu grupnya.",Horan tidak didukung oleh siapapun.,c
103510,10351,"Sang pemain keyboard, Jordan Rudess, tanpa disangka memainkan salah satu lagu daerah.",Jordan Rudess memainkan salah satu lagu daerah.,e
103511,10351,"Sang pemain keyboard, Jordan Rudess, tanpa disangka memainkan salah satu lagu daerah.",Jordan Rudess merupakan pemain keyboard.,e
103513,10351,"Sang pemain keyboard, Jordan Rudess, tanpa disangka memainkan salah satu lagu daerah.",Jordan Rudess bukan pemain keyboard.,c
103520,10352,Bukan tanpa alasan Dany mengajak desainer tersebut untuk turut bekerjasama dengan Invasion 2017 ini.,Dany mengajak desainer tersebut dengan suatu alasan.,e
103521,10352,Bukan tanpa alasan Dany mengajak desainer tersebut untuk turut bekerjasama dengan Invasion 2017 ini.,Desainer tersebut diajak bekerjasama dengan Invasion 2017.,e
103522,10352,Bukan tanpa alasan Dany mengajak desainer tersebut untuk turut bekerjasama dengan Invasion 2017 ini.,Dany tidak pernah mengajak desainer tersebut.,c
103523,10352,Bukan tanpa alasan Dany mengajak desainer tersebut untuk turut bekerjasama dengan Invasion 2017 ini.,Desainer tersebut diajak tanpa alasan.,c
103524,10352,Bukan tanpa alasan Dany mengajak desainer tersebut untuk turut bekerjasama dengan Invasion 2017 ini.,Invasion 2017 merupakan acara milik Dany.,n
103525,10352,Bukan tanpa alasan Dany mengajak desainer tersebut untuk turut bekerjasama dengan Invasion 2017 ini.,Desainer tersebut adalah teman dekat Dany.,n
103532,10353,Walk on Water dirasa tepat untuk membuka kembali karier musik Eminem tahun ini.,Walk on Water dirasa tidak akan berpengaruh terhadap karier musik Eminem.,c
103534,10353,Walk on Water dirasa tepat untuk membuka kembali karier musik Eminem tahun ini.,Walk on Water merupakan karya Eminem.,n
103535,10353,Walk on Water dirasa tepat untuk membuka kembali karier musik Eminem tahun ini.,Eminem membuat Walk on Water pada tahun sebelumnya.,n
103540,10354,"""Saya berharap, bisa kembali lagi ke sini,"" tutur dia seraya tersenyum.",Dia berkata demikian sambil tersenyum.,e
103542,10354,"""Saya berharap, bisa kembali lagi ke sini,"" tutur dia seraya tersenyum.",Dia tidak ingin kembali ke sini.,c
103543,10354,"""Saya berharap, bisa kembali lagi ke sini,"" tutur dia seraya tersenyum.",Dia berharap dia tidak akan ke sini lagi.,c
103550,10355,"Melalui kemenangan ini, Marcus/Kevin unggul 4-2 dalam rekor pertemuan dengan Petersen/Kolding.","Dari rekor pertemuan, Marcus/Kevin unggul dari Petersen/Kolding.",e
103551,10355,"Melalui kemenangan ini, Marcus/Kevin unggul 4-2 dalam rekor pertemuan dengan Petersen/Kolding.",Marcus/Kevin menang melawan Petersen/Kolding.,e
103554,10355,"Melalui kemenangan ini, Marcus/Kevin unggul 4-2 dalam rekor pertemuan dengan Petersen/Kolding.",Marcus merupakan orang yang sama dengan Kevin.,n
103560,10356,Ander Herrera mencicipi hampir semua tempat di lini tengah selama mengarungi musim 2016-2017 bareng United.,Hampir semua tempat di lini tengah pernah dicoba Ander Herrera selama musim 2016-2017.,e
103563,10356,Ander Herrera mencicipi hampir semua tempat di lini tengah selama mengarungi musim 2016-2017 bareng United.,Ander Herrera tidak pernah bersama United.,c
103564,10356,Ander Herrera mencicipi hampir semua tempat di lini tengah selama mengarungi musim 2016-2017 bareng United.,Ander Herrera pernah menjadi pemain belakang.,n
103570,10357,"""Ia (Guardiola) juga memberi tahu kepada kami cara itu juga berhasil dilakukan kepada Lionel Messi dan Robert Lewandowski, sehingga mereka terhindar dari seringnya mengalami cedera,"" terang Nasri.",Robert Lewandowski melakukan cara yang diberi tahu oleh Guardiola.,e
103571,10357,"""Ia (Guardiola) juga memberi tahu kepada kami cara itu juga berhasil dilakukan kepada Lionel Messi dan Robert Lewandowski, sehingga mereka terhindar dari seringnya mengalami cedera,"" terang Nasri.",Lionel Messi menggunakan cara tersebut untuk menghindari cedera.,e
103572,10357,"""Ia (Guardiola) juga memberi tahu kepada kami cara itu juga berhasil dilakukan kepada Lionel Messi dan Robert Lewandowski, sehingga mereka terhindar dari seringnya mengalami cedera,"" terang Nasri.",Guardiola tidak memberi tahu apa pun kepada Nasri.,c
103573,10357,"""Ia (Guardiola) juga memberi tahu kepada kami cara itu juga berhasil dilakukan kepada Lionel Messi dan Robert Lewandowski, sehingga mereka terhindar dari seringnya mengalami cedera,"" terang Nasri.",Robert Lewandowski tidak pernah melakukan cara tersebut.,c
103574,10357,"""Ia (Guardiola) juga memberi tahu kepada kami cara itu juga berhasil dilakukan kepada Lionel Messi dan Robert Lewandowski, sehingga mereka terhindar dari seringnya mengalami cedera,"" terang Nasri.",Guardiola merupakan pelatih Robert Lewandowski.,n
103575,10357,"""Ia (Guardiola) juga memberi tahu kepada kami cara itu juga berhasil dilakukan kepada Lionel Messi dan Robert Lewandowski, sehingga mereka terhindar dari seringnya mengalami cedera,"" terang Nasri.",Lionel Messi dan Robert Lewandowski bermain dalam satu tim.,n
103581,10358,"Kemenangan 2-1 Persib Bandung atas PSM Makassar di Stadion Gelora Bandung Lautan Api (GBLA), Rabu (5/7) kemarin sangat disyukuri oleh Atep.",Persib Bandung menang di Stadion GBLA.,e
103582,10358,"Kemenangan 2-1 Persib Bandung atas PSM Makassar di Stadion Gelora Bandung Lautan Api (GBLA), Rabu (5/7) kemarin sangat disyukuri oleh Atep.",Atep tidak mensyukuri kemenangan Persib Bandung.,c
103585,10358,"Kemenangan 2-1 Persib Bandung atas PSM Makassar di Stadion Gelora Bandung Lautan Api (GBLA), Rabu (5/7) kemarin sangat disyukuri oleh Atep.",Kemenangan tersebut terjadi pada tahun 2019.,n
103590,10359,Rossi berharap dapat segera kembali ke lintasan untuk menguji mesin baru yang akan digunakan pada musim depan.,Rossi memiliki mesin baru yang akan digunakan pada musim depan.,e
103591,10359,Rossi berharap dapat segera kembali ke lintasan untuk menguji mesin baru yang akan digunakan pada musim depan.,Rossi ingin menguji mesin baru yang akan dia gunakan.,e
103592,10359,Rossi berharap dapat segera kembali ke lintasan untuk menguji mesin baru yang akan digunakan pada musim depan.,Rossi tidak ingin kembali ke lintasan.,c
103593,10359,Rossi berharap dapat segera kembali ke lintasan untuk menguji mesin baru yang akan digunakan pada musim depan.,Mesin baru milik Rossi tidak akan digunakan.,c
103600,10360,"Sementara itu bagi Irfan Bachdim yang mencetak gol pertama Indonesia, penyerang keturunan Belanda itu kini mengoleksi 11 gol dari 30 caps bersama tim Merah Putih.",Irfan Bachdim mencetak gol pertama Indonesia.,e
103601,10360,"Sementara itu bagi Irfan Bachdim yang mencetak gol pertama Indonesia, penyerang keturunan Belanda itu kini mengoleksi 11 gol dari 30 caps bersama tim Merah Putih.","Sampai saat ini, Irfan Bachdim telah mengoleksi 11 gol dari 30 caps bersama tim Merah Putih.",e
103602,10360,"Sementara itu bagi Irfan Bachdim yang mencetak gol pertama Indonesia, penyerang keturunan Belanda itu kini mengoleksi 11 gol dari 30 caps bersama tim Merah Putih.",Irfan Bachdim bukan keturunan Belanda.,c
103603,10360,"Sementara itu bagi Irfan Bachdim yang mencetak gol pertama Indonesia, penyerang keturunan Belanda itu kini mengoleksi 11 gol dari 30 caps bersama tim Merah Putih.",Irfan Bachdim tidak pernah mencetak gol bersama tim Merah Putih.,c
103604,10360,"Sementara itu bagi Irfan Bachdim yang mencetak gol pertama Indonesia, penyerang keturunan Belanda itu kini mengoleksi 11 gol dari 30 caps bersama tim Merah Putih.",Tim Merah Putih telah mengoleksi tepat 11 gol.,n
103605,10360,"Sementara itu bagi Irfan Bachdim yang mencetak gol pertama Indonesia, penyerang keturunan Belanda itu kini mengoleksi 11 gol dari 30 caps bersama tim Merah Putih.",Ada gol yang tidak dicetak oleh Irfan Bachdim.,n
103610,10361,"Sedangkan, bagi West Ham kekalahan ini membuat mereka melorot ke posisi 15 karena baru mengemas 30 poin dari 28 laga.",West Ham baru memperoleh 30 poin dari 28 laga.,e
103612,10361,"Sedangkan, bagi West Ham kekalahan ini membuat mereka melorot ke posisi 15 karena baru mengemas 30 poin dari 28 laga.","Saat ini, West Ham ada di posisi 10.",c
103614,10361,"Sedangkan, bagi West Ham kekalahan ini membuat mereka melorot ke posisi 15 karena baru mengemas 30 poin dari 28 laga.","Sebelumnya, West Ham menempati posisi 12.",n
103620,10362,"Timnas Indonesia arahan Indra Sjafri sendiri sukses mengamankan tiga poin di laga perdana setelah menumbangkan tuan rumah Myanmar 2-1 di Stadion Thuwunna, Selasa (5/9) malam.",Timnas Indonesia menang melawan Myanmar pada Selasa malam.,e
103621,10362,"Timnas Indonesia arahan Indra Sjafri sendiri sukses mengamankan tiga poin di laga perdana setelah menumbangkan tuan rumah Myanmar 2-1 di Stadion Thuwunna, Selasa (5/9) malam.",Stadion Thuwunna terletak di Myanmar.,e
103623,10362,"Timnas Indonesia arahan Indra Sjafri sendiri sukses mengamankan tiga poin di laga perdana setelah menumbangkan tuan rumah Myanmar 2-1 di Stadion Thuwunna, Selasa (5/9) malam.",Tuan rumah Myanmar menang 2-1 atas timnas Indonesia.,c
103630,10363,"Berdasarkan ketetapan tersebut, atlet utama mulai 2017 ini akan mendapatkan Rp 10 juta per bulan, atlet muda Rp 8 juta per bulan, atlet pratama Rp 6 juta per bulan, dan atlet paralimpiade Rp 8 juta per bulan.",Atlet pratama akan mendapatkan Rp6 juta per bulan mulai tahun 2017.,e
103631,10363,"Berdasarkan ketetapan tersebut, atlet utama mulai 2017 ini akan mendapatkan Rp 10 juta per bulan, atlet muda Rp 8 juta per bulan, atlet pratama Rp 6 juta per bulan, dan atlet paralimpiade Rp 8 juta per bulan.","Berdasarkan ketetapan tersebut, atlet muda akan mendapatkan Rp8 juta per bulan.",e
103632,10363,"Berdasarkan ketetapan tersebut, atlet utama mulai 2017 ini akan mendapatkan Rp 10 juta per bulan, atlet muda Rp 8 juta per bulan, atlet pratama Rp 6 juta per bulan, dan atlet paralimpiade Rp 8 juta per bulan.",Atlet pratama akan mendapatkan Rp8 juta per bulan.,c
103640,10364,"Kejuaraan internasional cross triathlon yang pertama kali digelar di Indonesia atau lebih dikenal dengan Rhino X-Tri bakal menjadi acara puncak penyelenggaraan Festival Tanjung Lesung di Kabupaten Pandeglang, Banten, 22-24 September.",Kejuaraan internasional cross triathlon akan menjadi acara puncak Festival Tanjung Lesung.,e
103642,10364,"Kejuaraan internasional cross triathlon yang pertama kali digelar di Indonesia atau lebih dikenal dengan Rhino X-Tri bakal menjadi acara puncak penyelenggaraan Festival Tanjung Lesung di Kabupaten Pandeglang, Banten, 22-24 September.",Rhino X-Tri sebelumnya pernah digelar di Indonesia.,c
103643,10364,"Kejuaraan internasional cross triathlon yang pertama kali digelar di Indonesia atau lebih dikenal dengan Rhino X-Tri bakal menjadi acara puncak penyelenggaraan Festival Tanjung Lesung di Kabupaten Pandeglang, Banten, 22-24 September.",Acara puncak penyelenggaran Festival Tanjung Lesung akan berlangsung pada tanggal 21 September.,c
103645,10364,"Kejuaraan internasional cross triathlon yang pertama kali digelar di Indonesia atau lebih dikenal dengan Rhino X-Tri bakal menjadi acara puncak penyelenggaraan Festival Tanjung Lesung di Kabupaten Pandeglang, Banten, 22-24 September.",Rhino X-Tri akan diadakan setiap tahun.,n
